candidate_id,Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
15161,<35,No,Master,1,Man,Yes,Dev,10,4,United Kingdom of Great Britain and Northern Ireland,77556.0,C++;Python;Rust;Docker;Git;Flask;AWS;DigitalOcean;SQLite,9,0
15162,<35,No,Other,1,Man,No,Dev,19,10,Russian Federation,75492.0,C#;Kotlin;Python;Git;Xamarin;AWS;MongoDB;PostgreSQL;SQLite,9,1
15163,>35,No,Master,1,Man,No,Dev,7,7,India,34904.0,HTML/CSS;Java;JavaScript;Node.js;Python;Angular;Angular.js;Express;Flask;jQuery;React.js;AWS,12,1
15164,>35,No,Undergraduate,1,Man,No,Dev,34,23,United Kingdom of Great Britain and Northern Ireland,90482.0,Bash/Shell;HTML/CSS;PHP;Python;SQL;Docker;Git;Kubernetes;Terraform;Google Cloud Platform;PostgreSQL;SQLite,12,0
15165,>35,No,Undergraduate,1,Man,No,Dev,30,20,Canada,175000.0,JavaScript;Python;SQL;Ansible;Docker;Git;Kubernetes;Django;Vue.js;AWS;Google Cloud Platform;Elasticsearch;MariaDB,13,0
15166,>35,No,Master,1,Man,Yes,Dev,37,15,United States of America,168500.0,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;TypeScript;Docker;Git;Yarn;ASP.NET;ASP.NET Core ;jQuery;AWS;Microsoft SQL Server;PostgreSQL,18,1
15167,<35,No,Undergraduate,1,Man,No,Dev,10,2,United States of America,85000.0,Node.js;Ruby;SQL;TypeScript;Git;React.js;Ruby on Rails;Heroku;PostgreSQL,9,0
15168,<35,No,Master,1,Man,No,Dev,5,5,Germany,75669.0,Python;SQL;VBA;Microsoft SQL Server,4,0
15169,>35,No,PhD,1,Man,No,NotDev,30,20,United Kingdom of Great Britain and Northern Ireland,127967.0,HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL;Git;Angular.js;jQuery;AWS;PostgreSQL,11,0
15170,<35,No,Master,1,Man,No,Dev,3,0,Morocco,13862.0,C;C++;Java;Node.js;Python;TypeScript;Docker;Git;Angular;ASP.NET;Django;Express;jQuery;Laravel;React.js;Vue.js;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,22,1
15171,<35,No,Master,1,Man,Yes,Dev,7,4,Czech Republic,51888.0,HTML/CSS;JavaScript;Python;Swift;Docker;Git;Kubernetes;Terraform;FastAPI;Flask;Google Cloud Platform;Elasticsearch;PostgreSQL;Redis,14,0
15172,>35,Yes,PhD,1,Man,Yes,Dev,26,18,United States of America,200000.0,C;Dart;Elixir;Go;HTML/CSS;JavaScript;Node.js;Python;TypeScript;Ansible;Docker;Git;Yarn;Express;React.js;AWS;DigitalOcean;MariaDB;MySQL,19,0
15173,>35,No,PhD,1,Man,Yes,Dev,24,10,United States of America,165000.0,Python;Ruby;Chef;Docker;Git;jQuery;Ruby on Rails;AWS;DigitalOcean;Heroku;Elasticsearch;PostgreSQL;Redis,13,0
15174,>35,No,Undergraduate,1,Man,No,Dev,30,25,United States of America,210000.0,Bash/Shell;Python;Scala;Docker;Git;AWS;PostgreSQL,7,0
15175,>35,No,Other,0,Man,No,Dev,5,2,United States of America,80000.0,Bash/Shell;HTML/CSS;JavaScript;PowerShell;Python;Git;AWS;DigitalOcean;MySQL,9,0
15176,<35,No,Undergraduate,1,Man,No,Dev,4,3,India,5026.0,C#;Java;JavaScript;Git;jQuery;MySQL,6,1
15177,<35,No,Undergraduate,1,Man,No,Dev,10,6,New Zealand,47917.0,C;C#;HTML/CSS;JavaScript;TypeScript;Docker;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server,12,1
15178,<35,No,NoHigherEd,0,Man,No,Dev,13,13,Italy,70264.0,HTML/CSS;JavaScript;Node.js;PHP;Python;Ruby;SQL;TypeScript;Docker;Git;Angular.js;Express;React.js;Ruby on Rails;DigitalOcean;Heroku;Elasticsearch;MySQL;PostgreSQL;SQLite,20,1
15179,>35,No,Undergraduate,1,Man,No,NotDev,20,16,Taiwan,33142.0,HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;Docker;Git;Angular;AWS;Google Cloud Platform;MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite,16,1
15180,<35,No,Master,1,Man,No,Dev,7,3,Ukraine,48444.0,Java;SQL;Docker;Git;Spring;Elasticsearch;MariaDB,7,0
15181,<35,No,Undergraduate,1,Man,No,Dev,11,6,Brazil,38484.0,Go;HTML/CSS;Java;JavaScript;Node.js;PHP;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;Express;jQuery;React.js;Spring;AWS;DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL;Redis,24,1
15182,<35,No,Undergraduate,1,Man,No,Dev,9,4,United States of America,203000.0,Java;JavaScript;Python;TypeScript;Git;React.js;AWS;DynamoDB;Elasticsearch,9,0
15183,<35,No,Other,1,Man,No,NotDev,20,8,Germany,86478.0,C;C++;JavaScript;Node.js;PHP;TypeScript;Ansible;Chef;Docker;Git;Yarn;Express;jQuery;React.js;Symfony;DigitalOcean;MariaDB;MySQL;Redis,19,1
15184,<35,No,Other,0,Man,No,Dev,10,2,United States of America,10000.0,Bash/Shell;C;Dart;HTML/CSS;Java;JavaScript;Node.js;Git;Vue.js;AWS;DigitalOcean,11,1
15185,>35,No,Undergraduate,1,Man,No,Dev,26,20,Netherlands,93228.0,C#;Git;ASP.NET Core ;Microsoft Azure,4,0
15186,>35,No,Undergraduate,1,Man,No,Dev,35,25,New Zealand,118196.0,HTML/CSS;Java;JavaScript;SQL;Microsoft SQL Server;Oracle;PostgreSQL;SQLite,8,1
15187,<35,No,Undergraduate,1,Woman,Yes,Dev,6,4,United States of America,94000.0,HTML/CSS;JavaScript;PHP;TypeScript;Docker;Git;Gatsby;Laravel;React.js;Vue.js;AWS;Heroku;MySQL;PostgreSQL;Redis;SQLite,16,0
15188,<35,No,Master,1,Man,No,Dev,9,5,Poland,140000.0,JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Yarn;Express;Gatsby;React.js;Google Cloud Platform;Heroku;DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL;Redis,20,1
15189,<35,No,Undergraduate,1,Man,No,Dev,3,1,United States of America,96000.0,Assembly;C++;Go;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;Git;Django;Flask;React.js;Heroku;MariaDB;MongoDB;MySQL;PostgreSQL,18,1
15190,>35,No,Undergraduate,0,Man,No,Dev,30,20,Spain,12972.0,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Git;Angular;ASP.NET Core ;Express;Flask;Laravel;AWS;Heroku;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,26,1
15191,>35,No,Master,0,Man,No,Dev,30,16,Switzerland,73188.0,SQL;Swift;Git;Oracle,4,0
15192,<35,No,Undergraduate,1,Man,No,Dev,8,3,United States of America,67000.0,C#;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Angular;ASP.NET Core ;Express;React.js;Vue.js;Microsoft Azure;Microsoft SQL Server;MySQL;Oracle,18,1
15193,<35,No,Other,1,Man,Yes,Dev,12,1,Australia,53448.0,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;Swift;TypeScript;Docker;Git;Angular;ASP.NET Core ;Vue.js;AWS;DigitalOcean;Microsoft Azure;Elasticsearch;PostgreSQL,22,1
15194,>35,No,Master,1,Man,No,Dev,20,20,"Iran, Islamic Republic of...",19956.0,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;Python;SQL;Git;ASP.NET;ASP.NET Core ;Django;jQuery;Laravel;Vue.js;Microsoft SQL Server;MySQL;SQLite,17,1
15195,<35,Yes,Master,1,Man,No,Dev,2,2,Spain,19452.0,APL;Python;Git;Microsoft Azure;PostgreSQL,5,0
15196,<35,No,Undergraduate,1,Man,No,Dev,8,4,United States of America,88000.0,C;Python;SQL;Git;Flask;Google Cloud Platform;PostgreSQL,7,0
15197,>35,No,Undergraduate,1,Man,No,Dev,24,20,Canada,68824.0,C#;HTML/CSS;Java;JavaScript;Ruby;SQL;VBA;Docker;Git;Yarn;Angular;ASP.NET;jQuery;Ruby on Rails;Vue.js;AWS;DigitalOcean;Heroku;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,25,1
15198,<35,No,Undergraduate,0,Man,No,Dev,7,7,United Kingdom of Great Britain and Northern Ireland,68856.0,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Git;Angular.js;ASP.NET Core ;jQuery;React.js;Microsoft Azure;Microsoft SQL Server,13,1
15199,<35,No,Undergraduate,0,Man,No,Dev,11,9,Brazil,92450.0,Objective-C;Python;Swift;Git;SQLite,5,0
15200,>35,No,Other,0,Man,No,NotDev,20,10,United States of America,3108.0,PHP;SQL;Swift;Git;jQuery;Heroku;Firebase;MySQL,8,0
15201,<35,No,Undergraduate,1,Man,No,Dev,19,7,United States of America,130000.0,HTML/CSS;JavaScript;Ruby;SQL;TypeScript;Docker;Git;Yarn;jQuery;Ruby on Rails;Vue.js;AWS;MariaDB;MySQL;PostgreSQL;Redis,16,0
15202,>35,No,Undergraduate,0,Man,Yes,Dev,30,19,United Kingdom of Great Britain and Northern Ireland,77550.0,Bash/Shell;HTML/CSS;JavaScript;Perl;PHP;SQL;Git;jQuery;Laravel;DigitalOcean;MySQL;PostgreSQL;SQLite,13,1
15203,<35,No,Undergraduate,1,Man,No,Dev,9,2,United States of America,80000.0,HTML/CSS;JavaScript;Python;SQL;Git;Angular;Angular.js;Django;React.js;AWS;MySQL,11,0
15204,<35,No,Undergraduate,1,Man,Yes,Dev,3,2,United States of America,74970.0,HTML/CSS;JavaScript;Node.js;Python;SQL;Git;Express;React.js;Heroku;MySQL,10,0
15205,<35,No,Undergraduate,1,Man,No,Dev,13,7,South Africa,40032.0,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;SQLite,12,1
15206,>35,No,Undergraduate,1,Man,No,Dev,24,20,Brazil,35736.0,HTML/CSS;Java;JavaScript;Node.js;TypeScript;Git;Angular;AWS;Elasticsearch;MongoDB;MySQL,11,1
15207,>35,No,Master,1,Woman,Yes,Dev,17,16,United States of America,99500.0,Bash/Shell;Python;Docker;Django;AWS;Google Cloud Platform;Microsoft Azure,7,0
15208,>35,No,Other,1,Man,No,Dev,20,14,Poland,85044.0,Java;JavaScript;Python;SQL;TypeScript;Docker;Kubernetes;Angular;Angular.js;Express;Flask;React.js;AWS;Heroku;MySQL;PostgreSQL;Redis;SQLite,18,1
15209,<35,No,PhD,1,Man,No,NotDev,9,6,United Kingdom of Great Britain and Northern Ireland,47826.0,Python;R;SQL;PostgreSQL,4,0
15210,<35,No,Other,1,Woman,Yes,Dev,7,5,Brazil,24121.0,Elixir;Go;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Yarn;Express;React.js;AWS;MariaDB;MongoDB;PostgreSQL,14,1
15211,<35,No,Master,1,Man,No,Dev,14,5,Poland,18225.0,C#;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;ASP.NET;ASP.NET Core ;Express;Flask;Gatsby;jQuery;React.js;Google Cloud Platform;Microsoft Azure;Cassandra;Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,29,1
15212,>35,No,Undergraduate,1,Man,No,Dev,2,3,Brazil,10992.0,Dart;HTML/CSS;JavaScript;Flow;Git;Angular.js;jQuery;React.js;Vue.js,9,0
15213,<35,No,Undergraduate,1,Man,No,Dev,4,2,France,29186.0,HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript;Deno;Docker;Git;Kubernetes;Xamarin;Yarn;Angular;Angular.js;Express;Flask;Laravel;React.js;Spring;Symfony;Vue.js;Google Cloud Platform;Microsoft Azure;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,33,1
15214,>35,No,Undergraduate,0,Man,No,Dev,30,27,United States of America,120000.0,HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;SQL;Swift;MariaDB;MySQL,10,0
15215,<35,Yes,Other,1,Man,No,Dev,8,3,Dominican Republic,8304.0,HTML/CSS;PHP;SQL;Git;MySQL;Oracle,6,0
15216,<35,No,Master,1,Man,No,Dev,14,9,United States of America,105000.0,C#;HTML/CSS;Node.js;SQL;TypeScript;Docker;Git;Xamarin;Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;jQuery;Vue.js;Microsoft SQL Server;PostgreSQL,17,1
15217,<35,No,Other,0,Man,No,Dev,5,1,Brazil,2748.0,C;C++;Dart;HTML/CSS;JavaScript;Python;SQL;Docker;Git;Yarn;React.js;AWS;Firebase;PostgreSQL;SQLite,15,0
15218,>35,No,Undergraduate,1,Man,No,Dev,15,9,South Korea,57848.0,Bash/Shell;C;HTML/CSS;Java;JavaScript;Matlab;Node.js;PowerShell;Python;SQL;TypeScript;Docker;Git;Kubernetes;Angular;AWS;Google Cloud Platform;DynamoDB;Firebase;MySQL;SQLite,21,1
15219,<35,No,Other,1,Man,No,Dev,15,9,Australia,46750.0,C#;SQL;Docker;Git;ASP.NET Core ;Microsoft SQL Server;PostgreSQL,7,0
15220,>35,No,Undergraduate,1,Man,No,NotDev,26,20,Canada,98321.0,Bash/Shell;C++;Java;Python;Ansible;Docker;Git;Couchbase;PostgreSQL,9,0
15221,<35,No,Undergraduate,1,Man,No,Dev,10,7,Saudi Arabia,111984.0,C#;HTML/CSS;JavaScript;Node.js;Git;Angular;Angular.js;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;Redis,12,1
15222,>35,No,Undergraduate,1,Man,No,Dev,9,7,United States of America,98100.0,Bash/Shell;C#;Java;JavaScript;Node.js;Docker;Angular;jQuery;Vue.js;AWS;Microsoft Azure;Elasticsearch;MongoDB;Oracle,14,1
15223,<35,No,Undergraduate,1,Man,No,Dev,4,2,Germany,81074.0,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;Angular;Microsoft Azure;Firebase;Microsoft SQL Server,10,1
15224,<35,No,Master,1,Man,No,Dev,13,7,United Kingdom of Great Britain and Northern Ireland,193889.0,C;Go;Node.js;Python;Ruby;Rust;TypeScript;Docker;Git;React.js;AWS;DynamoDB;Elasticsearch;SQLite,14,1
15225,<35,No,Other,1,Man,No,Dev,1,0,Turkey,4932.0,C;C#;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Git;Angular;AWS;Google Cloud Platform;Heroku;Firebase;MySQL,15,1
15226,<35,Yes,Other,0,Man,Yes,Dev,3,0,Mexico,5820.0,HTML/CSS;Java;JavaScript;Node.js;Python;Xamarin;React.js;AWS;MongoDB,9,1
15227,<35,No,Undergraduate,1,Man,No,Dev,16,13,Philippines,21379.0,HTML/CSS;JavaScript;Node.js;PHP;Python;TypeScript;Docker;Git;Angular;Angular.js;jQuery;Laravel;Vue.js;AWS;Google Cloud Platform;Heroku;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,22,1
15228,>35,No,Other,1,Man,Yes,Dev,35,26,South Africa,100074.0,Bash/Shell;C#;C++;HTML/CSS;PowerShell;Python;R;Docker;Git;Kubernetes;Xamarin;Angular;ASP.NET;ASP.NET Core ;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server,17,1
15229,<35,No,Undergraduate,1,Man,No,Dev,6,2,United States of America,114000.0,JavaScript;Node.js;TypeScript;Docker;Git;AWS;DynamoDB,7,0
15230,>35,No,Other,0,Man,No,Dev,11,8,"Iran, Islamic Republic of...",19200.0,HTML/CSS;JavaScript;Node.js;PHP;SQL;Swift;TypeScript;Docker;Git;Kubernetes;Yarn;Express;jQuery;Laravel;Vue.js;DigitalOcean;Google Cloud Platform;Heroku;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,25,1
15231,<35,No,Other,1,Man,No,NotDev,12,2,Australia,44762.0,Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;Ansible;Docker;Git;Django;jQuery;Microsoft Azure;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,17,1
15232,>35,No,Undergraduate,1,Man,No,Dev,21,13,Germany,54049.0,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;SQL;Docker;Git;Kubernetes;Terraform;Yarn;jQuery;Vue.js;Google Cloud Platform;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,20,1
15233,>35,Yes,Other,1,Man,No,Dev,35,25,United States of America,175000.0,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;Docker;Git;Xamarin;Angular;ASP.NET;ASP.NET Core ;jQuery;Laravel;Microsoft Azure;Microsoft SQL Server;MySQL;SQLite,21,1
15234,>35,No,NoHigherEd,1,Man,No,Dev,40,40,Colombia,31788.0,C#;HTML/CSS;JavaScript;SQL;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;MySQL,11,1
15235,<35,No,Undergraduate,1,Man,No,Dev,7,4,United States of America,135000.0,Bash/Shell;C;C#;Kotlin;Perl;Git,6,0
15236,<35,No,Undergraduate,1,Woman,No,Dev,8,5,"Venezuela, Bolivarian Republic of...",3600.0,C#;HTML/CSS;JavaScript;SQL;Git;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Microsoft SQL Server,10,1
15237,<35,Yes,Undergraduate,1,Man,No,Dev,11,10,Brazil,54839.0,Elixir;Erlang;JavaScript;Node.js;Python;R;Ruby;SQL;TypeScript;Git;Kubernetes;Terraform;Yarn;ASP.NET Core ;Ruby on Rails;Vue.js;AWS;Heroku;DynamoDB;Firebase;MongoDB;PostgreSQL;Redis,23,1
15238,<35,No,Undergraduate,1,Man,Yes,Dev,10,3,Brazil,7692.0,C#;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;AWS;Firebase;MySQL;PostgreSQL,16,1
15239,>35,No,Undergraduate,1,Man,No,Dev,35,20,Canada,60505.0,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Ruby;Swift;Git,10,0
15240,>35,No,Other,1,Man,Yes,Dev,30,25,United States of America,150000.0,Clojure;JavaScript;Kotlin;Node.js;Ruby;Ruby on Rails;AWS;DigitalOcean;Heroku;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,14,0
15241,<35,No,Undergraduate,1,Man,No,Dev,9,3,Brazil,21996.0,C#;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;React.js;Heroku;MariaDB;MongoDB,11,1
15242,<35,No,Undergraduate,1,Man,No,Dev,12,4,Cuba,8400.0,Assembly;C++;HTML/CSS;Java;Kotlin;Matlab;Python;Docker;Git;Unity 3D;MySQL;PostgreSQL;SQLite,13,0
15243,<35,No,Other,1,Man,No,Dev,19,8,Ecuador,42000.0,C#;C++;Dart;Git;Angular;Express;DigitalOcean;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,13,0
15244,>35,No,Other,1,Man,No,Dev,10,9,United Kingdom of Great Britain and Northern Ireland,46921.0,C#;PowerShell;SQL;VBA;ASP.NET;Microsoft SQL Server;Oracle,7,0
15245,>35,Yes,PhD,1,Man,Yes,Dev,20,14,United States of America,190000.0,JavaScript;Node.js;PHP;Python;Git;Yarn;Angular.js;Drupal;Express;Symfony;Vue.js;AWS;MariaDB;MongoDB;MySQL,15,0
15246,>35,No,Other,0,Man,Yes,Dev,30,25,Sweden,92052.0,C#;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript;Docker;Kubernetes;Yarn;React.js;Spring;Vue.js;AWS;DynamoDB;Elasticsearch;MongoDB;PostgreSQL,18,1
15247,<35,No,PhD,1,Man,No,Dev,7,6,United States of America,205000.0,Python;R;Git;AWS;DynamoDB;PostgreSQL,6,0
15248,>35,No,Master,1,Man,Yes,Dev,25,2,Australia,80172.0,C#;JavaScript;PowerShell;TypeScript;Docker;Git;Unity 3D;Xamarin;Angular;ASP.NET Core ;Gatsby;React.js;Microsoft Azure;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,17,1
15249,<35,No,Other,0,Man,No,Dev,2,0,United States of America,100000.0,Swift;Git,2,0
15250,<35,No,Master,1,Man,No,Dev,11,8,Sweden,67500.0,Go;HTML/CSS;JavaScript;Node.js;PHP;TypeScript;Docker;Git;Terraform;Yarn;Angular;Express;React.js;AWS;Heroku;DynamoDB;MySQL;PostgreSQL,18,0
15251,>35,No,Undergraduate,1,Man,No,Dev,25,20,United States of America,120000.0,Bash/Shell;C#;SQL;Docker;Git;Unity 3D;Xamarin;ASP.NET Core ;AWS;Microsoft Azure;DynamoDB;Microsoft SQL Server;SQLite,13,1
15252,<35,No,Master,0,Man,No,Dev,5,3,Russian Federation,22644.0,C#;Git;Xamarin;Firebase;SQLite,5,0
15253,<35,No,Undergraduate,1,Man,No,Dev,13,8,Colombia,48000.0,Go;Haskell;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Docker;Terraform;Django;Spring;AWS;DynamoDB;PostgreSQL;Redis;SQLite,17,0
15254,<35,No,Undergraduate,1,Man,No,Dev,4,3,Poland,30372.0,HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Yarn;Django;Express;React.js;AWS;Firebase;MongoDB,13,1
15255,<35,No,Undergraduate,1,Man,No,Dev,4,2,Brazil,23088.0,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Flow;Git;Express;React.js;AWS;Microsoft Azure;DynamoDB;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,22,1
15256,>35,No,Master,1,Man,No,Dev,18,13,Canada,98321.0,Bash/Shell;JavaScript;Node.js;TypeScript;Docker;Git;Express;React.js;AWS;Heroku;DynamoDB;MongoDB,12,1
15257,>35,No,Master,0,Man,Yes,Dev,34,24,Sweden,52776.0,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;SQL;Docker;Git;Kubernetes;Angular.js;Drupal;Express;jQuery;Symfony;AWS;Google Cloud Platform;Elasticsearch;MariaDB;MySQL;SQLite,20,1
15258,<35,No,Undergraduate,1,Man,Yes,Dev,7,0,United States of America,75000.0,HTML/CSS;Node.js;SQL;TypeScript;Git;Yarn;Angular;Express;React.js;AWS;Heroku;Elasticsearch;MongoDB;PostgreSQL,14,1
15259,<35,No,Undergraduate,1,Man,No,Dev,19,11,United States of America,175000.0,JavaScript;Node.js;Ruby;SQL;TypeScript;Docker;Git;React.js;Ruby on Rails;AWS;Heroku;DynamoDB;PostgreSQL;Redis,14,0
15260,<35,No,Other,0,Man,No,Dev,3,1,Jamaica,12768.0,HTML/CSS;JavaScript;Git;jQuery;React.js;Vue.js;Google Cloud Platform;Firebase;PostgreSQL,9,0
15261,<35,No,Undergraduate,1,Man,No,Dev,5,6,Australia,38750.0,Dart;Java;Objective-C;TypeScript;Git;Angular;Google Cloud Platform;Heroku;Microsoft Azure;Firebase,10,0
15262,>35,No,Undergraduate,1,Man,No,NotDev,25,21,United States of America,140000.0,Bash/Shell;Python;Ruby;Ansible;Docker;Git;Puppet,7,0
15263,<35,Yes,Other,1,Man,No,Dev,10,4,Mexico,11640.0,HTML/CSS;Java;JavaScript;Node.js;TypeScript;Git;Angular;Spring;MongoDB;MySQL,10,1
15264,>35,No,Undergraduate,1,Man,No,Dev,27,23,New Zealand,89446.0,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Docker;Git;Terraform;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;MySQL;PostgreSQL,17,1
15265,<35,No,Master,1,Man,Yes,Dev,15,10,United States of America,152000.0,C#;C++;Matlab;Python;Git;PostgreSQL,6,0
15266,<35,No,Undergraduate,1,Man,No,Dev,13,7,Australia,43426.0,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Git;Express;jQuery;Laravel;React.js;AWS;MariaDB;MySQL;PostgreSQL;SQLite,16,1
15267,<35,No,Undergraduate,1,Woman,No,Dev,9,4,Canada,60505.0,HTML/CSS;JavaScript;Ruby;TypeScript;Docker;Git;Angular.js;React.js;Ruby on Rails;AWS;Elasticsearch;MySQL,12,0
15268,>35,Yes,Undergraduate,1,Man,Yes,Dev,25,22,Australia,80172.0,Bash/Shell;JavaScript;PHP;TypeScript;Docker;Git;Yarn;Laravel;Vue.js;AWS;MySQL,11,0
15269,>35,No,Undergraduate,1,Man,No,Dev,13,8,Brazil,17700.0,C;HTML/CSS;JavaScript;PHP;SQL;TypeScript;Git;jQuery;Heroku;Firebase;MariaDB;Microsoft SQL Server;MySQL;SQLite,14,1
15270,>35,No,Other,1,Man,No,Dev,10,6,United States of America,100000.0,Bash/Shell;C#;JavaScript;Python;Ruby;SQL;Docker;Git;ASP.NET Core ;Ruby on Rails;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,17,1
15271,<35,No,Other,0,Man,No,Dev,4,2,Argentina,16740.0,HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript;Git;Unity 3D;Yarn;jQuery;Vue.js;DigitalOcean;Heroku;MariaDB,16,1
15272,>35,Yes,Undergraduate,0,Man,Yes,NotDev,20,15,Colombia,15888.0,Bash/Shell;Java;JavaScript;Matlab;Node.js;PHP;PowerShell;Python;Ruby;SQL;Docker;Git;jQuery;Google Cloud Platform;Microsoft Azure;MariaDB;MongoDB;MySQL;SQLite,19,1
15273,<35,No,Master,1,Man,Yes,Dev,10,7,"Iran, Islamic Republic of...",57000.0,HTML/CSS;JavaScript;TypeScript;Docker;Git;Vue.js;Microsoft Azure,7,0
15274,<35,No,Undergraduate,1,Man,Yes,NotDev,5,4,United States of America,104000.0,C#;HTML/CSS;JavaScript;Node.js;PowerShell;Python;Ruby;SQL;TypeScript;Chef;Git;Kubernetes;Terraform;React.js;DigitalOcean;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,19,1
15275,<35,Yes,Other,1,NonBinary,Yes,Dev,18,8,Australia,48771.0,C#;Kotlin;Node.js;PHP;Python;SQL;Docker;Git;Xamarin;Angular.js;Django;Flask;jQuery;React.js;Spring;Vue.js;AWS;Microsoft Azure;Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;Redis;SQLite,24,1
15276,>35,No,Other,0,Man,No,Dev,23,20,Australia,167024.0,HTML/CSS;JavaScript;PHP;SQL;Git;Yarn;Angular;Angular.js;jQuery;Laravel;AWS;DigitalOcean;Microsoft Azure;MySQL,14,0
15277,<35,No,Other,1,Man,Yes,Dev,11,6,Germany,58373.0,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Node.js;PHP;Ruby;Rust;TypeScript;Ansible;Deno;Docker;Git;Kubernetes;Terraform;Angular;React.js;Ruby on Rails;MySQL;PostgreSQL,21,1
15278,>35,No,Undergraduate,1,Man,Yes,Dev,20,15,Australia,90861.0,C#;JavaScript;Node.js;SQL;Git;Angular;ASP.NET Core ;Vue.js;Microsoft Azure;Microsoft SQL Server,10,1
